,x,y,time,Label
0,975.0816650390624,767.2168579101562,0.0,2
1,983.6268310546876,753.9453735351562,0.0300470001529902,2
2,992.603271484375,741.9798583984375,0.0601910001132637,2
3,1000.3199462890624,730.9865112304688,0.0904230000451207,2
4,1006.9891357421876,718.3202514648438,0.1205750000663101,2
5,1013.2305908203124,706.29736328125,0.1508240001276135,2
6,1018.9590454101562,696.4727172851562,0.1809859999921172,2
7,1023.71923828125,687.4593505859375,0.2112269999925047,2
8,1026.5711669921875,681.5289916992188,0.2415540001820773,2
9,1028.701171875,677.7891235351562,0.271716000046581,2
10,1029.76220703125,653.7169799804688,0.3019650001078844,2
11,1029.76513671875,614.292724609375,0.3321090000681579,2
12,1029.717529296875,583.3862915039062,0.3623590001370758,2
13,1029.9244384765625,561.05419921875,0.3925210000015795,2
14,1029.655029296875,545.2957763671875,0.4227609999943524,2
15,1028.856201171875,534.7649536132812,0.4529140000231564,0
16,1028.6683349609375,527.4234619140625,0.483411000110209,0
17,1029.6866455078125,522.6680297851562,0.5133060000371188,0
18,1030.2684326171875,519.7156372070312,0.5438050001394004,0
19,1030.940673828125,534.4577026367188,0.5742060001939535,0
20,1031.876953125,545.8202514648438,0.6047210001852363,0
21,1034.3953857421875,571.6287841796875,0.6345300001557916,0
22,1036.388427734375,603.9368896484375,0.6651240000501275,0
23,1038.949951171875,629.1577758789062,0.695718000177294,0
24,1040.4521484375,645.6519165039062,0.7255170000717044,0
25,1048.80517578125,624.5447998046875,0.7561120002064854,0
26,1053.29052734375,612.2702026367188,0.7858910001814365,0
27,1056.576904296875,603.2079467773438,0.8157000001519918,0
28,1060.61279296875,590.4977416992188,0.8462940000463277,0
29,1064.977783203125,576.8799438476562,0.8763820000458509,0
30,1068.7357177734375,563.6693725585938,0.90668600006029,0
31,1071.845458984375,553.3460083007812,0.9367750000674278,0
32,1075.659423828125,544.4785766601562,0.9670800000894816,0
33,1078.4261474609375,538.6035766601562,0.9971680000890046,0
34,1079.8941650390625,535.44873046875,1.0275690001435578,0
35,1081.0650634765625,533.7211303710938,1.0575710001867265,0
36,1081.6484375,531.6033325195312,1.087972000008449,0
37,1082.1905517578125,531.0111083984375,1.117991000181064,0
38,1082.1265869140625,530.3277587890625,1.1477710001636297,0
39,1082.4786376953125,530.0337524414062,1.178384000202641,0
40,1082.9442138671875,529.77490234375,1.2082790001295507,0
41,1084.1981201171875,533.9238891601562,1.2387580000795424,0
42,1087.24951171875,543.419921875,1.2687690001912415,0
43,1092.357666015625,558.4315185546875,1.299170000012964,0
44,1097.5029296875,573.6503295898438,1.329056000104174,0
45,1102.341552734375,588.43359375,1.359554000198841,0
46,1105.5819091796875,598.9799194335938,1.3896700001787394,0
47,1108.42822265625,607.4560546875,1.4199740001931789,0
48,1109.892822265625,614.8175048828125,1.450072000036016,0
49,1109.5650634765625,619.1135864257812,1.4803770000580698,0
50,1086.95263671875,609.3634033203125,1.5104559999890623,0
51,1062.2000732421875,595.9824829101562,1.5404430001508445,0
52,1031.7718505859375,579.5379638671875,1.5708630001172423,0
53,1002.08056640625,563.2896728515625,1.6008719999808818,0
54,976.6821899414062,549.9034423828125,1.6312740000430497,0
55,957.771728515625,539.947021484375,1.661292999982834,0
56,937.789306640625,520.7073364257812,1.6918880001176149,0
57,922.19677734375,490.8266906738281,1.721705000149086,0
58,910.1563720703124,467.1001281738281,1.7522810001391915,0
59,901.8177490234376,450.7883605957031,1.7821860001422465,0
60,896.6041259765625,439.2171630859375,1.8126829999964684,0
61,892.425537109375,431.6199035644531,1.8424820001237097,0
62,889.4761962890625,427.076416015625,1.8730760000180453,0
63,886.970947265625,423.9068298339844,1.9028830002062025,0
64,884.3187255859375,444.0434265136719,1.9334780001081528,0
65,885.3990478515625,562.5210571289062,1.9633040002081543,0
66,891.1273803710938,754.806396484375,1.9938529999926689,0
67,894.5317993164062,871.5888671875,2.023854000028223,0
68,896.5298461914062,929.934814453125,2.054255000082776,0
69,895.5299072265625,958.4778442382812,2.084353000158444,0
70,895.2725219726562,971.5531005859376,2.1146570001728833,0
71,895.9833984375,977.5022583007812,2.1446580002084374,0
72,927.179931640625,980.275390625,2.1750600000377744,0
73,1038.6512451171875,942.4716186523438,2.205157000105828,0
74,1148.1165771484375,890.8826904296875,2.235512000042945,0
75,1237.8009033203125,848.2622680664062,2.2655130000784993,0
76,1299.783935546875,819.2086181640625,2.2959140001330525,0
77,1337.0994873046875,799.5128784179688,2.325915000168606,0
78,1359.5948486328125,787.3734741210938,2.3562200001906604,0
79,1371.44287109375,780.9591674804688,2.386318000033498,0
80,1364.2078857421875,733.5437622070312,2.4169120001606643,0
81,1357.652587890625,687.0775146484375,2.446720000123605,0
82,1354.1448974609375,653.41552734375,2.476647000061348,0
83,1353.562255859375,630.8690185546875,2.506984000094235,0
84,1352.74560546875,616.5330200195312,2.537330000195652,0
85,1351.667236328125,607.3583374023438,2.567377000115812,0
86,1350.9365234375,600.5184326171875,2.597732000052929,0
87,1350.176513671875,596.3818359375,2.627788000041619,0
88,1349.82763671875,593.6472778320312,2.658134000143036,0
89,1350.2818603515625,590.9797973632812,2.6881910001393408,0
90,1351.561279296875,587.9037475585938,2.718519000103697,0
91,1351.321044921875,586.1471557617188,2.7485740000847727,0
92,1350.8388671875,585.8052368164062,2.77892000018619,0
93,1350.956787109375,586.1138305664062,2.8089770001824945,0
94,1351.071533203125,586.177734375,2.8393320001196116,0
95,1351.202880859375,586.0288696289062,2.869406000012532,0
96,1351.17431640625,586.0603637695312,2.8997610001824796,0
97,1351.1693115234375,585.4614868164062,2.929905000142753,0
98,1351.13671875,585.1810302734375,2.9601540002040565,0
99,1351.058349609375,585.1888427734375,2.99030700000003,0
100,1350.9459228515625,585.1364135742188,3.0205480000004172,0
101,1371.323486328125,584.9177856445312,3.0506920001935214,0
102,1425.939697265625,583.9842529296875,3.080959000159055,0
103,1482.360107421875,583.3577270507812,3.111208999995142,0
104,1527.69189453125,582.9859008789062,3.1413610000163317,0
105,1561.2890625,581.6378784179688,3.1716010000091046,0
106,1584.17919921875,578.6627197265625,3.201754000037909,0
107,1600.913330078125,576.53955078125,3.232270000036806,0
108,1612.7056884765625,575.73681640625,3.2620880000758916,0
109,1621.56494140625,574.04248046875,3.292434000177309,0
110,1627.860107421875,573.8170776367188,3.322834999999031,0
111,1631.668701171875,573.9082641601562,3.352817000122741,0
112,1634.4267578125,575.2206420898438,3.383218000177294,0
113,1636.260986328125,576.3027954101562,3.413219999987632,0
114,1638.5169677734375,578.2167358398438,3.443621000042185,0
115,1640.362060546875,578.5595703125,3.473621000070125,0
116,1641.5869140625,579.4739379882812,3.503774000098929,0
117,1642.3974609375,580.165283203125,3.5343679999932647,0
118,1641.296630859375,581.0681762695312,3.5643610002007335,0
119,1626.37451171875,583.0548095703125,3.594762000022456,0
120,1591.992431640625,587.1696166992188,3.624666000017896,0
121,1552.80126953125,590.9622192382812,3.654898000182584,0
122,1518.090087890625,594.6719970703125,3.685146000003442,0
123,1490.1221923828125,598.1958618164062,3.715299000032246,0
124,1468.418701171875,602.8764038085938,3.745664000045508,0
125,1439.377197265625,604.7156372070312,3.7757290001027286,0
126,1411.4305419921875,602.5848999023438,3.806131000164896,0
127,1391.0296630859375,602.6902465820312,3.836140000028536,0
128,1376.1195068359375,602.8175659179688,3.8665040000341833,0
129,1365.785400390625,603.187255859375,3.896570000099018,0
130,1358.17041015625,603.3944091796875,3.926916000200435,0
131,1352.4833984375,604.6560668945312,3.95698200003244,0
132,1347.537109375,605.8152465820312,3.987337000202387,0
133,1350.680419921875,607.9425659179688,4.017402000026777,0
134,1356.36328125,608.6401977539062,4.047757000196725,0
135,1359.50341796875,608.980224609375,4.077805000124499,0
136,1361.30859375,609.123046875,4.108160000061616,0
137,1372.26220703125,609.2396850585938,4.138225000118837,0
138,1422.265380859375,605.6004638671875,4.168475000187755,0
139,1487.156982421875,599.2182006835938,4.198627000208944,0
140,1540.80419921875,595.3833618164062,4.228982000146061,0
141,1580.4832763671875,593.2308349609375,4.259039000142366,0
142,1607.572021484375,592.7943725585938,4.289385000010952,0
143,1625.9222412109375,592.7415161132812,4.319643000140786,0
144,1638.43359375,593.8689575195312,4.34979600016959,0
145,1647.188232421875,595.1257934570312,4.380046000005677,0
146,1653.547119140625,596.896728515625,4.410199000034481,0
147,1658.04052734375,598.011474609375,4.440245000179857,0
148,1645.286376953125,592.9896850585938,4.470591000048444,0
149,1627.9306640625,585.8395385742188,4.500882000196725,0
150,1606.163330078125,576.4426879882812,4.5310330002103,0
151,1581.078857421875,565.2930908203125,4.561291000107303,0
152,1557.255615234375,555.1700439453125,4.591444000136107,0
153,1537.223876953125,546.6368408203125,4.621694000205025,0
154,1521.5826416015625,541.24169921875,4.651847000000998,0
155,1491.455810546875,528.663818359375,4.682085999986157,0
156,1457.06689453125,515.7142333984375,4.712184000061825,0
157,1430.538818359375,503.8601379394531,4.742779000196606,0
158,1412.6767578125,496.3818664550781,4.772701000096276,0
159,1400.494873046875,492.6382751464844,4.802933000028133,0
160,1392.5335693359375,490.1705627441406,4.832997000077739,0
161,1386.8251953125,487.916748046875,4.8635740000754595,0
162,1382.7197265625,485.88616943359375,4.893496000207961,0
163,1379.54931640625,483.9975280761719,4.923994000069797,0
164,1376.712890625,483.9782104492187,4.953917000209913,0
165,1374.919189453125,484.2926635742187,4.984416000079364,0
166,1373.543212890625,484.3533325195313,5.014504000078887,0
167,1372.442138671875,483.8684997558594,5.044549999991432,0
168,1371.3653564453125,483.1744689941406,5.075145000126213,0
169,1370.4461669921875,482.2201843261719,5.104962000157684,0
170,1370.1824951171875,494.8043823242187,5.135317000094801,0
171,1391.46142578125,617.7279052734375,5.165373000083491,0
172,1422.4990234375,782.9603881835938,5.195655000163242,0
173,1439.80615234375,880.6347045898438,5.225798000115901,0
174,1447.194580078125,929.165283203125,5.256143999984488,0
175,1466.2501220703125,944.8320922851562,5.286200999980792,0
176,1522.025146484375,904.7200927734376,5.3166990000754595,0
177,1556.310302734375,874.9010620117188,5.346557000186294,0
178,1574.325927734375,858.908203125,5.377055000048131,0
179,1586.4715576171875,848.4618530273438,5.407143000047654,0
180,1595.989501953125,840.3356323242188,5.437544000102207,0
181,1603.3050537109375,833.5924682617188,5.467536000069231,0
182,1609.157958984375,828.3750610351562,5.497938000131398,0
183,1631.1846923828125,819.0755004882812,5.527929000090808,0
184,1657.402099609375,808.2586669921875,5.558330000145361,0
185,1680.1788330078125,798.5614013671875,5.588322000112385,0
186,1698.39111328125,791.4766845703125,5.6184750001411885,0
187,1711.9935302734375,786.5057373046875,5.648725000210106,0
188,1720.5885009765625,782.8010864257812,5.678876999998465,0
189,1733.4302978515625,776.8252563476562,5.709116999991238,0
190,1759.63623046875,759.2274780273438,5.739518000045791,0
191,1783.200927734375,742.7664184570312,5.769588000141084,0
192,1800.5869140625,730.7120971679688,5.799990000203252,0
193,1814.3427734375,720.2247924804688,5.8299630000256,0
194,1824.0606689453125,712.5184936523438,5.860267000040039,0
195,1831.5301513671875,707.09912109375,5.8903650001157075,0
196,1830.97900390625,703.4110717773438,5.920785000082105,0
197,1828.01513671875,699.6704711914062,5.95078600011766,0
198,1826.2587890625,696.6397094726562,5.981091000139713,0
199,1824.5904541015625,694.8724365234375,6.011685000034049,0
200,1823.9727783203125,693.9454345703125,6.041590000037104,0
201,1823.5716552734375,693.0037841796875,6.0720870001241565,0
202,1822.421875,693.3397216796875,6.101972999982536,0
203,1825.1324462890625,700.6795043945312,6.132489999989048,0
204,1832.6455078125,722.4892578125,6.162541000172496,0
205,1842.2357177734375,752.2409057617188,6.192436000099406,0
206,1849.332275390625,779.566650390625,6.2224640001077205,0
207,1855.38671875,799.349365234375,6.252810000209138,0
208,1891.052734375,792.7922973632812,6.373661000048742,0
209,1893.03271484375,788.555908203125,6.404118000064045,1
210,1893.760986328125,787.0895385742188,6.434519000118598,1
211,1894.6131591796875,785.7808227539062,6.46440100017935,1
212,1894.67626953125,784.746826171875,6.49470500019379,1
213,1895.4278564453125,783.9985961914062,6.524715000065044,1
214,1895.793701171875,783.2313842773438,6.555310000199825,1
215,1896.443359375,782.3800048828125,6.5851080000866205,1
216,1897.034912109375,781.4549560546875,6.615472000092268,1
217,1897.6588134765625,781.0614013671875,6.645519000012428,1
218,1901.764892578125,772.572265625,6.675865000113845,1
219,1910.447998046875,751.328125,6.7062210000585765,2
220,1900.221923828125,724.3694458007812,7.854506000177935,2
221,1884.8468017578125,725.5526733398438,7.88507300009951,2
222,1871.574951171875,731.0807495117188,7.914950000122189,2
223,1861.784912109375,734.4767456054688,7.9452730000484735,2
224,1854.623779296875,734.971435546875,7.9750710001681,2
225,1850.224853515625,734.5706787109375,8.005376000190154,2
226,1845.20556640625,736.5293579101562,8.035474000032991,2
227,1841.892333984375,737.6672973632812,8.065779000055045,2
228,1837.7716064453125,736.8919677734375,8.095876000123098,2
229,1835.614990234375,736.2290649414062,8.126180000137538,2
230,1833.48876953125,737.0892944335938,8.156277999980375,2
231,1831.62109375,738.6383056640625,8.186583000002429,2
232,1829.8619384765625,740.055908203125,8.216681000078097,2
233,1828.6529541015625,740.5382690429688,8.24708200013265,2
234,1827.684326171875,740.4981689453125,8.27708200016059,2
235,1826.7763671875,740.2857666015625,8.307387000182644,2
236,1825.867919921875,740.8516845703125,8.337485000025481,2
237,1825.9332275390625,741.1077270507812,8.367886000080034,2
238,1825.70556640625,741.0474243164062,8.397887000115588,2
239,1825.5439453125,740.8680419921875,8.428289000177756,2
240,1829.240478515625,743.122802734375,8.458289000205696,2
241,1837.993896484375,747.119140625,8.488626000005752,2
242,1848.8262939453125,750.2374877929688,8.518723000073805,2
243,1860.3485107421875,752.2966918945312,8.54902800009586,2
244,1870.8709716796875,755.6857299804688,8.579144000075758,2
245,1880.7135009765625,758.514892578125,8.609642000170425,2
246,1888.10791015625,760.7473754882812,8.640042999992147,2
247,1896.1846923828125,769.2056884765625,8.670035000192001,2
248,1918.3154296875,826.2744140625,8.699939000187442,2
249,1908.7783203125,1057.3131103515625,9.152843000134451,2
250,1895.4779052734375,1059.795166015625,9.183437000028787,2
251,1885.1376953125,1061.7677001953125,9.213245999999344,2
252,1877.37548828125,1063.51171875,9.243743000086395,2
253,1871.42431640625,1064.8824462890625,9.273656000150368,2
254,1850.263427734375,1066.49755859375,9.304251000052318,2
255,1766.1285400390625,1060.231201171875,9.33405900001526,2
256,1667.111572265625,1050.71337890625,9.36458900012076,2
257,1594.5599365234375,1043.208984375,9.394990000175312,2
258,1548.542236328125,1039.12158203125,9.424982000142336,2
259,1519.73291015625,1037.564697265625,9.455384000204504,2
260,1502.8172607421875,1036.205322265625,9.485375000163913,2
261,1507.1021728515625,1028.5841064453125,9.515775999985635,2
262,1568.8291015625,971.152099609375,9.545837000012398,2
263,1655.96044921875,882.7015380859375,9.576142000034451,2
264,1723.8902587890625,811.4768676757812,9.60613299999386,2
265,1768.337158203125,769.2823486328125,9.636534000048414,2
266,1794.5537109375,746.41064453125,9.666536000091584,2
267,1809.686279296875,734.9302368164062,9.696937000146136,2
268,1816.829833984375,729.713623046875,9.72693800018169,2
269,1820.377685546875,727.2461547851562,9.757321000099182,2
270,1823.725341796875,725.5234375,9.78741900017485,1
271,1826.38330078125,722.6116333007812,9.817916000029072,1
272,1827.1759033203125,721.6741333007812,9.847820000024512,1
273,1827.603515625,721.291748046875,9.87831800011918,1
274,1827.288818359375,720.9463500976562,9.908241000026464,1
275,1827.624267578125,721.3120727539062,9.938738000113515,1
276,1828.322509765625,723.7830810546875,9.968643000116572,1
277,1828.3681640625,727.3585205078125,9.99914100021124,1
278,1828.5980224609375,730.5493774414062,10.02904500020668,1
